acquisition_id,sample_id,animal_id,genotype,fasting_hours,prior_sugar_exposure,condition,source_relpath,channel_index,fluor,marker,mapping_rule,channel_map_status,output_tiff,include_channel,review_notes
2026-07-09_FR5-3_Sucrose,FR5-3,FR5-3,WT,16,No,Sucrose,2026-07-09/FR5-3_WT_Sucrose_16h_NoPriorSugar.czi,1,AF488,cFOS,source_readme_488_cfos_confirmed_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-09_FR5-3_Sucrose_AF488_zstack.ome.tif,True,Source README explicitly identifies 488_cFos for the 16-hour WT cohort; confirmed 2026-08-28.
2026-07-09_FR5-3_Sucrose,FR5-3,FR5-3,WT,16,No,Sucrose,2026-07-09/FR5-3_WT_Sucrose_16h_NoPriorSugar.czi,2,AF546,ACTH_CLIP,source_readme_555_pomc_alias_plus_user_acth_clip_confirmation_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-09_FR5-3_Sucrose_AF546_zstack.ome.tif,True,Source README uses 555_POMC under ACTH staining (POMC); user confirmed antibody identity ACTH/CLIP on 2026-08-28.
2026-07-09_FR5-4_Sucrose,FR5-4,FR5-4,WT,16,No,Sucrose,2026-07-09/FR5-4_WT_Sucrose_16h_NoPriorSugar.czi,0,DAPI,DAPI,source_readme_dapi_metadata_confirmed_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-09_FR5-4_Sucrose_DAPI_zstack.ome.tif,True,Source README identifies the DAPI metadata channel; WT Figure 5 mapping confirmed 2026-08-28.
2026-07-09_FR5-4_Sucrose,FR5-4,FR5-4,WT,16,No,Sucrose,2026-07-09/FR5-4_WT_Sucrose_16h_NoPriorSugar.czi,1,AF488,cFOS,source_readme_488_cfos_confirmed_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-09_FR5-4_Sucrose_AF488_zstack.ome.tif,True,Source README explicitly identifies 488_cFos for the 16-hour WT cohort; confirmed 2026-08-28.
2026-07-09_FR5-4_Sucrose,FR5-4,FR5-4,WT,16,No,Sucrose,2026-07-09/FR5-4_WT_Sucrose_16h_NoPriorSugar.czi,2,AF546,ACTH_CLIP,source_readme_555_pomc_alias_plus_user_acth_clip_confirmation_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-09_FR5-4_Sucrose_AF546_zstack.ome.tif,True,Source README uses 555_POMC under ACTH staining (POMC); user confirmed antibody identity ACTH/CLIP on 2026-08-28.
2026-07-10_AGUA-M_Water,AGUA-M,AGUA-M,WT,16,No,Water,2026-07-10/AGUA-M_WT_Water_16h_NoPriorSugar.czi,0,DAPI,DAPI,source_readme_dapi_metadata_confirmed_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-10_AGUA-M_Water_DAPI_zstack.ome.tif,True,Source README identifies the DAPI metadata channel; WT Figure 5 mapping confirmed 2026-08-28.
2026-07-10_AGUA-M_Water,AGUA-M,AGUA-M,WT,16,No,Water,2026-07-10/AGUA-M_WT_Water_16h_NoPriorSugar.czi,1,AF488,cFOS,source_readme_488_cfos_confirmed_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-10_AGUA-M_Water_AF488_zstack.ome.tif,True,Source README explicitly identifies 488_cFos for the 16-hour WT cohort; confirmed 2026-08-28.
2026-07-10_AGUA-M_Water,AGUA-M,AGUA-M,WT,16,No,Water,2026-07-10/AGUA-M_WT_Water_16h_NoPriorSugar.czi,2,AF546,ACTH_CLIP,source_readme_555_pomc_alias_plus_user_acth_clip_confirmation_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-10_AGUA-M_Water_AF546_zstack.ome.tif,True,Source README uses 555_POMC under ACTH staining (POMC); user confirmed antibody identity ACTH/CLIP on 2026-08-28.
2026-07-10_FR4-3_Sucrose,FR4-3,FR4-3,WT,16,No,Sucrose,2026-07-10/FR4-3_WT_Sucrose_16h_NoPriorSugar.czi,0,DAPI,DAPI,source_readme_dapi_metadata_confirmed_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-10_FR4-3_Sucrose_DAPI_zstack.ome.tif,True,Source README identifies the DAPI metadata channel; WT Figure 5 mapping confirmed 2026-08-28.
2026-07-10_FR4-3_Sucrose,FR4-3,FR4-3,WT,16,No,Sucrose,2026-07-10/FR4-3_WT_Sucrose_16h_NoPriorSugar.czi,1,AF488,cFOS,source_readme_488_cfos_confirmed_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-10_FR4-3_Sucrose_AF488_zstack.ome.tif,True,Source README explicitly identifies 488_cFos for the 16-hour WT cohort; confirmed 2026-08-28.
2026-07-10_FR4-3_Sucrose,FR4-3,FR4-3,WT,16,No,Sucrose,2026-07-10/FR4-3_WT_Sucrose_16h_NoPriorSugar.czi,2,AF546,ACTH_CLIP,source_readme_555_pomc_alias_plus_user_acth_clip_confirmation_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-10_FR4-3_Sucrose_AF546_zstack.ome.tif,True,Source README uses 555_POMC under ACTH staining (POMC); user confirmed antibody identity ACTH/CLIP on 2026-08-28.
2026-07-10_FR5-5_Water,FR5-5,FR5-5,WT,16,No,Water,2026-07-10/FR5-5_WT_Water_16h_NoPriorSugar.czi,0,DAPI,DAPI,source_readme_dapi_metadata_confirmed_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-10_FR5-5_Water_DAPI_zstack.ome.tif,True,Source README identifies the DAPI metadata channel; WT Figure 5 mapping confirmed 2026-08-28.
2026-07-10_FR5-5_Water,FR5-5,FR5-5,WT,16,No,Water,2026-07-10/FR5-5_WT_Water_16h_NoPriorSugar.czi,1,AF488,cFOS,source_readme_488_cfos_confirmed_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-10_FR5-5_Water_AF488_zstack.ome.tif,True,Source README explicitly identifies 488_cFos for the 16-hour WT cohort; confirmed 2026-08-28.
2026-07-10_FR5-5_Water,FR5-5,FR5-5,WT,16,No,Water,2026-07-10/FR5-5_WT_Water_16h_NoPriorSugar.czi,2,AF546,ACTH_CLIP,source_readme_555_pomc_alias_plus_user_acth_clip_confirmation_20260828,CONFIRMED_SOURCE_README_AND_USER_20260828,2026-07-10_FR5-5_Water_AF546_zstack.ome.tif,True,Source README uses 555_POMC under ACTH staining (POMC); user confirmed antibody identity ACTH/CLIP on 2026-08-28.
2026-07-10_NPY-M_Water,NPY-M,NPY-M,NPY-Tg,16,No,Water,2026-07-10/NPY-M_NPY-Tg_Water_16h_NoPriorSugar.czi,0,DAPI,DAPI,AUTHOR_CONFIRMED_20260908,CONFIRMED_BY_AUTHOR_20260908,2026-07-10_NPY-M_Water_DAPI_zstack.ome.tif,True,"Author confirmed 488 NPY-GFP, 546 ACTH/CLIP and 633 c-FOS; include NPY-M in the Water group."
2026-07-10_NPY-M_Water,NPY-M,NPY-M,NPY-Tg,16,No,Water,2026-07-10/NPY-M_NPY-Tg_Water_16h_NoPriorSugar.czi,1,AF488,NPY,AUTHOR_CONFIRMED_20260908,CONFIRMED_BY_AUTHOR_20260908,2026-07-10_NPY-M_Water_AF488_zstack.ome.tif,False,"Author confirmed 488 NPY-GFP, 546 ACTH/CLIP and 633 c-FOS; include NPY-M in the Water group."
2026-07-10_NPY-M_Water,NPY-M,NPY-M,NPY-Tg,16,No,Water,2026-07-10/NPY-M_NPY-Tg_Water_16h_NoPriorSugar.czi,2,AF546,ACTH_CLIP,AUTHOR_CONFIRMED_20260908,CONFIRMED_BY_AUTHOR_20260908,2026-07-10_NPY-M_Water_AF546_zstack.ome.tif,True,"Author confirmed 488 NPY-GFP, 546 ACTH/CLIP and 633 c-FOS; include NPY-M in the Water group."
2026-07-10_NPY-M_Water,NPY-M,NPY-M,NPY-Tg,16,No,Water,2026-07-10/NPY-M_NPY-Tg_Water_16h_NoPriorSugar.czi,3,AF633,cFOS,AUTHOR_CONFIRMED_20260908,CONFIRMED_BY_AUTHOR_20260908,2026-07-10_NPY-M_Water_AF633_zstack.ome.tif,True,"Author confirmed 488 NPY-GFP, 546 ACTH/CLIP and 633 c-FOS; include NPY-M in the Water group."
