condition,acquisition_id,selected_as_condition_medoid,medoid_distance_sum,point_index,x_raw_px,y_raw_px,x_normalized_unclipped,y_normalized_unclipped,x_normalized_display,y_normalized_display,normalization_geometry,geometry_role
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,11,655.624,1945.724,0.18168280661061179,0.5547640384055863,0.18168280661061179,0.5547640384055863,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,12,617.171,2030.321,0.17053377790663962,0.5793776549316264,0.17053377790663962,0.5793776549316264,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,13,555.646,2061.083,0.15269527399246158,0.5883279022403259,0.15269527399246158,0.5883279022403259,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,14,521.039,2134.144,0.14266135111626557,0.6095851032877508,0.14266135111626557,0.6095851032877508,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,15,544.111,2187.978,0.14935082632647143,0.6252481815536806,0.14935082632647143,0.6252481815536806,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,16,640.243,2157.216,0.17722325311684547,0.616297934244981,0.17722325311684547,0.616297934244981,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,17,697.923,2114.917,0.1939469411423601,0.6039909805062554,0.1939469411423601,0.6039909805062554,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,18,820.972,2072.619,0.22962365903160337,0.591684317718941,0.22962365903160337,0.591684317718941,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,19,986.321,2026.475,0.27756480139170775,0.5782586558044807,0.27756480139170775,0.5782586558044807,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,20,1086.298,1991.867,0.30655204407074516,0.5681894093686354,0.30655204407074516,0.5681894093686354,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,21,1220.884,1976.486,0.34557378950420414,0.5637142857142857,0.34557378950420414,0.5637142857142857,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,22,1336.243,1938.033,0.3790208756161206,0.5525263311027058,0.3790208756161206,0.5525263311027058,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,23,1540.044,1922.652,0.4381107567410844,0.5480512074483561,0.4381107567410844,0.5480512074483561,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,24,1743.845,1957.26,0.4972006378660481,0.5581204538842013,0.4972006378660481,0.5581204538842013,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,25,1913.039,1964.95,0.5462565961148159,0.5603578702356706,0.5462565961148159,0.5603578702356706,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,26,2120.685,1980.332,0.606461293128443,0.5648332848414315,0.606461293128443,0.5648332848414315,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,27,2293.724,1999.558,0.6566320672658742,0.5704271166715158,0.6566320672658742,0.5704271166715158,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,28,2512.906,2022.63,0.7201815018846042,0.577139947628746,0.7201815018846042,0.577139947628746,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,29,2693.636,2049.547,0.7725821977384749,0.5849714867617108,0.7725821977384749,0.5849714867617108,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,30,2866.674,2061.083,0.8227526819367933,0.5883279022403259,0.8227526819367933,0.5883279022403259,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,31,3082.011,2080.31,0.8851873006668599,0.5939220250218213,0.8851873006668599,0.5939220250218213,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,32,3197.37,2091.845,0.9186343867787764,0.5972781495490253,0.9186343867787764,0.5972781495490253,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,33,3374.254,2111.072,0.969919976804871,0.6028722723305209,0.969919976804871,0.6028722723305209,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,34,3443.47,2114.917,0.9899884024354885,0.6039909805062554,0.9899884024354885,0.6039909805062554,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,35,3466.542,2064.928,0.9966778776456944,0.5894466104160605,0.9966778776456944,0.5894466104160605,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,36,3470.387,1934.188,0.9977926935343578,0.5514076229269712,0.9977926935343578,0.5514076229269712,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,37,3466.542,1864.972,0.9966778776456944,0.5312691300552808,0.9966778776456944,0.5312691300552808,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,38,3235.824,1891.89,0.9297837054218614,0.5391009601396567,0.9297837054218614,0.5391009601396567,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,39,2912.818,1880.354,0.836131632357205,0.5357445446610416,0.836131632357205,0.5357445446610416,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,40,2705.171,1888.044,0.775926645404465,0.537981961012511,0.775926645404465,0.537981961012511,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,41,2535.978,1899.58,0.7268709770948101,0.5413383764911259,0.7268709770948101,0.5413383764911259,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,42,2347.558,1926.497,0.6722406494636126,0.5491699156240908,0.6722406494636126,0.5491699156240908,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,43,2193.746,1907.271,0.627644534647724,0.5435760837940063,0.627644534647724,0.5435760837940063,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,44,2074.542,1895.735,0.5930826326471441,0.5402196683153913,0.5930826326471441,0.5402196683153913,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,45,1920.729,1872.663,0.5484862278921426,0.5335068373581612,0.5484862278921426,0.5335068373581612,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,46,1747.691,1845.746,0.4983157436938243,0.5256752982251964,0.4983157436938243,0.5256752982251964,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,47,1493.901,1784.221,0.4247320962597855,0.5077745126563864,0.4247320962597855,0.5077745126563864,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,48,1347.779,1734.232,0.38236561322122353,0.49323014256619147,0.38236561322122353,0.49323014256619147,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,49,1174.74,1688.088,0.3321948390837924,0.47980448065173115,0.3321948390837924,0.47980448065173115,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,50,1055.536,1626.564,0.29763293708321253,0.4619039860343323,0.29763293708321253,0.4619039860343323,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,51,970.939,1584.265,0.2731049579588286,0.44959703229560666,0.2731049579588286,0.44959703229560666,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,52,863.271,1526.586,0.2418877935633517,0.4328152458539424,0.2418877935633517,0.4328152458539424,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,53,805.591,1480.442,0.22516410553783706,0.4193895839394821,0.22516410553783706,0.4193895839394821,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,54,732.53,1403.536,0.20398086401855609,0.3970136747163224,0.20398086401855609,0.3970136747163224,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,55,682.542,1353.547,0.1894873876485938,0.38246930462612744,0.1894873876485938,0.38246930462612744,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,56,636.398,1330.475,0.1761084372281821,0.37575647366889725,0.1761084372281821,0.37575647366889725,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_AGUA-M_Water,False,1.615054695115347,57,559.492,1295.867,0.15381037982023774,0.3656872272330521,0.15381037982023774,0.3656872272330521,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,1,625.999,1311.912,0.16275630498533725,0.3712195975503062,0.16275630498533725,0.3712195975503062,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,2,602.847,1350.497,0.15596686217008798,0.382472149314669,0.15596686217008798,0.382472149314669,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,3,622.141,1396.8,0.161624926686217,0.3959755030621172,0.161624926686217,0.3959755030621172,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,4,641.434,1466.254,0.16728269794721407,0.4162303878681831,0.16728269794721407,0.4162303878681831,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,5,637.575,1570.436,0.1661510263929619,0.4466130067074949,0.1661510263929619,0.4466130067074949,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,6,633.716,1647.607,0.1650193548387097,0.46911840186643333,0.1650193548387097,0.46911840186643333,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,7,610.565,1755.646,0.15823020527859238,0.500625838436862,0.15823020527859238,0.500625838436862,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,8,564.261,1886.838,0.14465131964809383,0.5388853893263342,0.14465131964809383,0.5388853893263342,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,9,564.261,1936.999,0.14465131964809383,0.5535138524351123,0.14465131964809383,0.5535138524351123,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,10,571.978,2021.887,0.14691436950146627,0.5782697579469233,0.14691436950146627,0.5782697579469233,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,11,610.565,2068.19,0.15823020527859238,0.5917731116943715,0.15823020527859238,0.5917731116943715,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,12,703.172,2045.039,0.18538768328445748,0.5850215806357538,0.18538768328445748,0.5850215806357538,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,13,799.637,1987.16,0.2136765395894428,0.5681423155438904,0.2136765395894428,0.5681423155438904,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,14,926.972,1921.565,0.2510181818181818,0.5490128317293672,0.2510181818181818,0.5490128317293672,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,15,996.427,1890.696,0.27138621700879767,0.540010498687664,0.27138621700879767,0.540010498687664,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,16,1177.782,1871.403,0.3245695014662756,0.5343840769903762,0.3245695014662756,0.5343840769903762,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,17,1281.965,1844.393,0.35512170087976536,0.5265071449402158,0.35512170087976536,0.5265071449402158,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,18,1409.3,1825.101,0.3924633431085044,0.5208810148731409,0.3924633431085044,0.5208810148731409,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,19,1559.786,1805.808,0.4365941348973607,0.515254593175853,0.4365941348973607,0.515254593175853,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,20,1633.1,1790.374,0.4580938416422287,0.5107535724701079,0.4580938416422287,0.5107535724701079,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,21,1772.01,1786.515,0.4988299120234604,0.5096281714785652,0.4988299120234604,0.5096281714785652,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,22,1876.193,1786.515,0.5293821114369501,0.5096281714785652,0.5293821114369501,0.5096281714785652,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,23,1961.083,1778.798,0.5542765395894428,0.5073776611256926,0.5542765395894428,0.5073776611256926,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,24,2103.852,1778.798,0.5961442815249266,0.5073776611256926,0.5961442815249266,0.5073776611256926,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,25,2269.773,1778.798,0.6448014662756598,0.5073776611256926,0.6448014662756598,0.5073776611256926,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,26,2489.714,1771.081,0.709300293255132,0.50512715077282,0.709300293255132,0.50512715077282,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,27,2678.787,1767.222,0.7647469208211143,0.5040017497812773,0.7647469208211143,0.5040017497812773,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,28,2914.163,1759.505,0.8337721407624633,0.5017512394284048,0.8337721407624633,0.5017512394284048,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,29,3014.487,1751.788,0.8631926686217009,0.4995007290755322,0.8631926686217009,0.4995007290755322,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,30,3068.508,1794.232,0.8790346041055718,0.5118786818314377,0.8790346041055718,0.5118786818314377,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,31,3222.853,1782.656,0.9242970674486803,0.5085027704870224,0.9242970674486803,0.5085027704870224,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,32,3303.884,1771.081,0.9480598240469208,0.50512715077282,0.9480598240469208,0.50512715077282,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,33,3350.187,1774.939,0.9616384164222873,0.5062522601341499,0.9616384164222873,0.5062522601341499,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,34,3446.653,1771.081,0.9899275659824046,0.50512715077282,0.9899275659824046,0.50512715077282,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,35,3481.381,1693.909,1.0001117302052787,0.48262146398366873,1.0,0.48262146398366873,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,36,3357.905,1655.324,0.9639017595307918,0.47136891221930594,0.9639017595307918,0.47136891221930594,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,37,3230.57,1674.617,0.9265601173020528,0.47699533391659377,0.9265601173020528,0.47699533391659377,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,38,3091.66,1690.051,0.8858240469208211,0.48149635462233886,0.8858240469208211,0.48149635462233886,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,39,2921.88,1686.192,0.8360351906158358,0.4803709536307961,0.8360351906158358,0.4803709536307961,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,40,2663.353,1678.475,0.7602208211143695,0.4781204432779236,0.7602208211143695,0.4781204432779236,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,41,2381.673,1690.051,0.6776167155425219,0.48149635462233886,0.6776167155425219,0.48149635462233886,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,42,2130.862,1713.202,0.6040651026392962,0.48824788568095656,0.6040651026392962,0.48824788568095656,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
Water,2026-07-10_FR5-5_Water,True,1.5812553030180827,43,1941.79,1690.051,0.5486187683284457,0.48149635462233886,0.5486187683284457,0.48149635462233886,accepted DAPI-only ARC/ME/VMN anatomy HIL bbox,3V analysis exclusion plus display overlay; never outer-tissue crop or normalization
